target_name,spawn_pose_xyz,environment_name,task_name,run_id,task_instance_id,seed,world_name,experiment_condition,baseline_name,knowledge_query_success,knowledge_query_error,knowledge_prior_task,knowledge_cutting_tool,knowledge_cutting_position,knowledge_repetition,required_prerequisite,prerequisite_source,prerequisite_satisfied_initially,autonomous_execution_feasible,feasibility_reason,robot_decision,decision_reason,assistance_requested,assistance_type,assistance_completed,task_blocked_by_prerequisite,task_resumed_after_assistance,final_success,robot_name,outcome,succeeded_arm,tool_name,phase,total_attempts,retry_count,collision_failure_count,recovery_used,recovery_success,perturbation_applied,perturbation_type,object_aabb_min_x,object_aabb_min_y,object_aabb_min_z,object_aabb_max_x,object_aabb_max_y,object_aabb_max_z,object_size_x,object_size_y,object_size_z,object_volume_aabb,target_world_x,target_world_y,target_world_z,support_surface_name,support_world_x,support_world_y,support_world_z,support_yaw_rad,support_size_x,support_size_y,support_size_z,object_world_x,object_world_y,object_world_z,object_quat_x,object_quat_y,object_quat_z,object_quat_w,object_roll_rad,object_pitch_rad,object_yaw_rad,anchor_local_x,anchor_local_y,anchor_local_z,anchor_norm_x,anchor_norm_y,anchor_norm_z,cut_normal_local_x,cut_normal_local_y,cut_normal_local_z,cut_normal_world_x,cut_normal_world_y,cut_normal_world_z,cut_normal_world_yaw_rad,robot_world_x,robot_world_y,robot_world_z,robot_quat_x,robot_quat_y,robot_quat_z,robot_quat_w,robot_roll_rad,robot_pitch_rad,robot_yaw_rad,robot_to_object_yaw_rad,object_yaw_relative_to_robot_rad,object_yaw_relative_to_approach_rad,cut_normal_relative_to_robot_rad,cut_normal_relative_to_approach_rad,cut_normal_approach_abs_angle_rad,cut_normal_approach_parallel_score,cut_normal_approach_perpendicular_score,technique_name,slice_thickness_m,num_cuts_x,pointer_stride,motion_approach_completed,motion_waypoint_count,motion_stopped_waypoint_index,motion_stopped_waypoint_fraction,motion_stopped_waypoint_x,motion_stopped_waypoint_y,motion_stopped_waypoint_z,motion_stopped_distance_m,motion_progress_note,execution_time_s,failure_count,failure_reasons
wipe_target_0003,"[1.3864, 0.3187, 0.855]",kitchen,space_wiping,61d438af-91ce-48bb-bf12-ab7610b7d1f8,wipe_target_0003,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,tiago,success,RIGHT,sponge_right,primary,1,0,0,False,False,False,,,,,,,,,,,,1.386356,0.318719,0.855,sink_area,,,,,,,,1.386356,0.318719,0.855,0.0,0.0,-0.733468,0.679724,0.0,-0.0,-1.646819,,,,,,,,,,,,,,0.871436,0.263811,0.0985,0.0,0.0,0.19778,0.980246,0.0,-0.0,0.398186,,,,,,,,,wipe,,,3,,,,,,,,,,6.9246,0,
wipe_target_0004,"[1.383, -0.3182, 0.855]",kitchen,space_wiping,61d438af-91ce-48bb-bf12-ab7610b7d1f8,wipe_target_0004,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,tiago,success,RIGHT,sponge_right,primary,1,0,0,False,False,False,,,,,,,,,,,,1.382959,-0.318231,0.855,sink_area,,,,,,,,1.382959,-0.318231,0.855,0.0,0.0,0.743631,0.66859,0.0,-0.0,1.67697,,,,,,,,,,,,,,0.818714,-0.19748,0.0985,0.0,0.0,-0.027938,0.99961,0.0,-0.0,-0.055882,,,,,,,,,wipe,,,3,,,,,,,,,,8.0264,0,
wipe_target_0005,"[1.4553, 0.1356, 0.855]",kitchen,space_wiping,61d438af-91ce-48bb-bf12-ab7610b7d1f8,wipe_target_0005,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,tiago,success,RIGHT,sponge_right,primary,1,0,0,False,False,False,,,,,,,,,,,,1.45531,0.135633,0.855,sink_area,,,,,,,,1.45531,0.135633,0.855,0.0,0.0,0.988846,-0.148943,0.0,-0.0,-2.842593,,,,,,,,,,,,,,0.734428,0.456582,0.0985,0.0,0.0,0.389402,0.921068,0.0,-0.0,0.799964,,,,,,,,,wipe,,,3,,,,,,,,,,10.3907,0,
wipe_target_0006,"[-1.0558, 2.0791, 0.857]",kitchen,space_wiping,61d438af-91ce-48bb-bf12-ab7610b7d1f8,wipe_target_0006,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,tiago,success,RIGHT,sponge_right,primary,1,0,0,False,False,False,,,,,,,,,,,,-1.055848,2.079105,0.857,kitchen_island,,,,,,,,-1.055848,2.079105,0.857,0.0,0.0,0.967639,-0.252337,0.0,-0.0,-2.631403,,,,,,,,,,,,,,-1.7441,2.069734,0.0985,0.0,0.0,0.35167,0.936124,0.0,-0.0,0.718709,,,,,,,,,wipe,,,3,,,,,,,,,,8.7977,0,
wipe_target_0007,"[-1.3058, 2.4382, 0.857]",kitchen,space_wiping,61d438af-91ce-48bb-bf12-ab7610b7d1f8,wipe_target_0007,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,tiago,success,RIGHT,sponge_right,primary,1,0,0,False,False,False,,,,,,,,,,,,-1.305793,2.43824,0.857,kitchen_island,,,,,,,,-1.305793,2.43824,0.857,0.0,0.0,0.982984,0.18369,0.0,-0.0,2.772115,,,,,,,,,,,,,,-1.808312,2.367115,0.0985,0.0,0.0,0.163735,0.986504,0.0,-0.0,0.328951,,,,,,,,,wipe,,,3,,,,,,,,,,8.9559,0,
wipe_target_0008,"[-0.8479, 1.6171, 0.857]",kitchen,space_wiping,61d438af-91ce-48bb-bf12-ab7610b7d1f8,wipe_target_0008,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,tiago,success,RIGHT,sponge_right,primary,1,0,0,False,False,False,,,,,,,,,,,,-0.847907,1.617134,0.857,kitchen_island,,,,,,,,-0.847907,1.617134,0.857,0.0,0.0,0.402168,0.915566,0.0,-0.0,0.827767,,,,,,,,,,,,,,-0.272166,1.542931,0.0985,0.0,0.0,0.992758,-0.12013,0.0,-0.0,-2.900751,,,,,,,,,wipe,,,3,,,,,,,,,,9.7926,0,
wipe_target_0009,"[-1.1216, 1.6734, 0.857]",kitchen,space_wiping,61d438af-91ce-48bb-bf12-ab7610b7d1f8,wipe_target_0009,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,tiago,success,RIGHT,sponge_right,primary,1,0,0,False,False,False,,,,,,,,,,,,-1.121627,1.673391,0.857,kitchen_island,,,,,,,,-1.121627,1.673391,0.857,0.0,0.0,0.989867,0.141998,0.0,-0.0,2.856633,,,,,,,,,,,,,,-1.767971,2.048568,0.0985,0.0,0.0,0.227201,0.973848,0.0,-0.0,0.458405,,,,,,,,,wipe,,,3,,,,,,,,,,11.561,0,
wipe_target_0010,"[-0.9966, 1.3399, 0.857]",kitchen,space_wiping,61d438af-91ce-48bb-bf12-ab7610b7d1f8,wipe_target_0010,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,tiago,success,RIGHT,sponge_right,primary,1,0,0,False,False,False,,,,,,,,,,,,-0.99663,1.339893,0.857,kitchen_island,,,,,,,,-0.99663,1.339893,0.857,0.0,0.0,-0.287492,0.957783,0.0,-0.0,-0.583214,,,,,,,,,,,,,,-0.378408,1.353075,0.0985,0.0,0.0,0.984263,-0.176712,0.0,-0.0,-2.786303,,,,,,,,,wipe,,,3,,,,,,,,,,9.7079,0,
wipe_target_0011,"[-1.0432, 1.4953, 0.857]",kitchen,space_wiping,61d438af-91ce-48bb-bf12-ab7610b7d1f8,wipe_target_0011,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,tiago,success,RIGHT,sponge_right,primary,1,0,0,False,False,False,,,,,,,,,,,,-1.043228,1.495315,0.857,kitchen_island,,,,,,,,-1.043228,1.495315,0.857,0.0,0.0,-0.582837,0.812589,0.0,-0.0,-1.244432,,,,,,,,,,,,,,-0.327223,1.413942,0.0985,0.0,0.0,0.990093,-0.140416,0.0,-0.0,-2.859829,,,,,,,,,wipe,,,3,,,,,,,,,,9.9709,0,
wipe_target_0012,"[-1.0978, 2.3265, 0.857]",kitchen,space_wiping,61d438af-91ce-48bb-bf12-ab7610b7d1f8,wipe_target_0012,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,tiago,success,RIGHT,sponge_right,primary,1,0,0,False,False,False,,,,,,,,,,,,-1.09781,2.326525,0.857,kitchen_island,,,,,,,,-1.09781,2.326525,0.857,0.0,0.0,-0.547823,0.836594,0.0,-0.0,-1.159519,,,,,,,,,,,,,,-1.849066,2.407099,0.0985,0.0,0.0,0.204722,0.97882,0.0,-0.0,0.41236,,,,,,,,,wipe,,,3,,,,,,,,,,10.5513,0,
wipe_target_0013,"[-1.1494, 1.3797, 0.857]",kitchen,space_wiping,61d438af-91ce-48bb-bf12-ab7610b7d1f8,wipe_target_0013,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,tiago,success,RIGHT,sponge_right,primary,1,0,0,False,False,False,,,,,,,,,,,,-1.149407,1.379673,0.857,kitchen_island,,,,,,,,-1.149407,1.379673,0.857,0.0,0.0,-0.826444,0.563019,0.0,-0.0,-1.945524,,,,,,,,,,,,,,-1.816169,1.551947,0.0985,0.0,0.0,0.140485,0.990083,0.0,-0.0,0.281902,,,,,,,,,wipe,,,3,,,,,,,,,,10.5971,0,
wipe_target_0014,"[-1.3147, 1.376, 0.857]",kitchen,space_wiping,61d438af-91ce-48bb-bf12-ab7610b7d1f8,wipe_target_0014,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,tiago,success,RIGHT,sponge_right,primary,1,0,0,False,False,False,,,,,,,,,,,,-1.314724,1.375958,0.857,kitchen_island,,,,,,,,-1.314724,1.375958,0.857,0.0,0.0,0.145617,0.989341,0.0,-0.0,0.292274,,,,,,,,,,,,,,-2.049204,1.526647,0.0985,0.0,0.0,0.014736,0.999891,0.0,-0.0,0.029472,,,,,,,,,wipe,,,3,,,,,,,,,,9.5014,0,
wipe_target_0001,"[1.4477, 0.8878, 0.855]",kitchen,space_wiping,8b43120a-ef5e-49f8-9d42-db313114cd8b,wipe_target_0001,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,rollin_justin,success,RIGHT,sponge_right,primary,1,0,0,False,False,False,,,,,,,,,,,,1.44768,0.887827,0.855,sink_area,,,,,,,,1.44768,0.887827,0.855,0.0,0.0,0.999963,0.008642,0.0,-0.0,3.124308,,,,,,,,,,,,,,0.63462,0.567157,0.1616,0.0,0.0,0.706588,0.707626,0.0,-0.0,1.569328,,,,,,,,,wipe,,,3,,,,,,,,,,9.1831,0,
wipe_target_0002,"[1.6667, 0.4197, 0.855]",kitchen,space_wiping,8b43120a-ef5e-49f8-9d42-db313114cd8b,wipe_target_0002,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,False,navigation_pose_unreachable,skip_pose,navigation_target_resolution_failed,False,,False,False,False,False,rollin_justin,skipped,,sponge_left,pickup_loc_resolve,0,0,0,False,False,False,,,,,,,,,,,,1.666684,0.419725,0.855,sink_area,,,,,,,,1.666684,0.419725,0.855,0.0,0.0,0.984182,-0.17716,0.0,-0.0,-2.785393,,,,,,,,,,,,,,0.63462,0.567157,0.1616,0.0,0.0,0.706588,0.707626,0.0,-0.0,1.569328,,,,,,,,,wipe,,,3,,,,,,,,,,18.6445,1,pickup_loc_resolve -> RuntimeError: No collision-free navigation pose found for wiping target.
wipe_target_0003,"[1.3864, 0.3187, 0.855]",kitchen,space_wiping,8b43120a-ef5e-49f8-9d42-db313114cd8b,wipe_target_0003,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,False,navigation_pose_unreachable,skip_pose,navigation_target_resolution_failed,False,,False,False,False,False,rollin_justin,skipped,,sponge_left,pickup_loc_resolve,0,0,0,False,False,False,,,,,,,,,,,,1.386356,0.318719,0.855,sink_area,,,,,,,,1.386356,0.318719,0.855,0.0,0.0,-0.733468,0.679724,0.0,-0.0,-1.646819,,,,,,,,,,,,,,0.63462,0.567157,0.1616,0.0,0.0,0.706588,0.707626,0.0,-0.0,1.569328,,,,,,,,,wipe,,,3,,,,,,,,,,12.8125,1,pickup_loc_resolve -> RuntimeError: No collision-free navigation pose found for wiping target after environment filtering.
wipe_target_0004,"[1.383, -0.3182, 0.855]",kitchen,space_wiping,8b43120a-ef5e-49f8-9d42-db313114cd8b,wipe_target_0004,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,False,navigation_pose_unreachable,skip_pose,navigation_target_resolution_failed,False,,False,False,False,False,rollin_justin,skipped,,sponge_left,pickup_loc_resolve,0,0,0,False,False,False,,,,,,,,,,,,1.382959,-0.318231,0.855,sink_area,,,,,,,,1.382959,-0.318231,0.855,0.0,0.0,0.743631,0.66859,0.0,-0.0,1.67697,,,,,,,,,,,,,,0.63462,0.567157,0.1616,0.0,0.0,0.706588,0.707626,0.0,-0.0,1.569328,,,,,,,,,wipe,,,3,,,,,,,,,,12.3119,1,pickup_loc_resolve -> RuntimeError: No collision-free navigation pose found for wiping target after environment filtering.
wipe_target_0005,"[1.4553, 0.1356, 0.855]",kitchen,space_wiping,8b43120a-ef5e-49f8-9d42-db313114cd8b,wipe_target_0005,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,False,navigation_pose_unreachable,skip_pose,navigation_target_resolution_failed,False,,False,False,False,False,rollin_justin,skipped,,sponge_left,pickup_loc_resolve,0,0,0,False,False,False,,,,,,,,,,,,1.45531,0.135633,0.855,sink_area,,,,,,,,1.45531,0.135633,0.855,0.0,0.0,0.988846,-0.148943,0.0,-0.0,-2.842593,,,,,,,,,,,,,,0.63462,0.567157,0.1616,0.0,0.0,0.706588,0.707626,0.0,-0.0,1.569328,,,,,,,,,wipe,,,3,,,,,,,,,,13.7141,1,pickup_loc_resolve -> RuntimeError: No collision-free navigation pose found for wiping target after environment filtering.
wipe_target_0006,"[-1.0558, 2.0791, 0.857]",kitchen,space_wiping,8b43120a-ef5e-49f8-9d42-db313114cd8b,wipe_target_0006,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,False,navigation_pose_unreachable,skip_pose,navigation_target_resolution_failed,False,,False,False,False,False,rollin_justin,skipped,,sponge_left,pickup_loc_resolve,0,0,0,False,False,False,,,,,,,,,,,,-1.055848,2.079105,0.857,kitchen_island,,,,,,,,-1.055848,2.079105,0.857,0.0,0.0,0.967639,-0.252337,0.0,-0.0,-2.631403,,,,,,,,,,,,,,0.63462,0.567157,0.1616,0.0,0.0,0.706588,0.707626,0.0,-0.0,1.569328,,,,,,,,,wipe,,,3,,,,,,,,,,20.304,1,pickup_loc_resolve -> RuntimeError: No collision-free navigation pose found for wiping target.
wipe_target_0007,"[-1.3058, 2.4382, 0.857]",kitchen,space_wiping,8b43120a-ef5e-49f8-9d42-db313114cd8b,wipe_target_0007,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,False,navigation_pose_unreachable,skip_pose,navigation_target_resolution_failed,False,,False,False,False,False,rollin_justin,skipped,,sponge_left,pickup_loc_resolve,0,0,0,False,False,False,,,,,,,,,,,,-1.305793,2.43824,0.857,kitchen_island,,,,,,,,-1.305793,2.43824,0.857,0.0,0.0,0.982984,0.18369,0.0,-0.0,2.772115,,,,,,,,,,,,,,0.63462,0.567157,0.1616,0.0,0.0,0.706588,0.707626,0.0,-0.0,1.569328,,,,,,,,,wipe,,,3,,,,,,,,,,13.0229,1,pickup_loc_resolve -> RuntimeError: No collision-free navigation pose found for wiping target.
wipe_target_0008,"[-0.8479, 1.6171, 0.857]",kitchen,space_wiping,8b43120a-ef5e-49f8-9d42-db313114cd8b,wipe_target_0008,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,rollin_justin,success,RIGHT,sponge_right,primary,1,0,0,False,False,False,,,,,,,,,,,,-0.847907,1.617134,0.857,kitchen_island,,,,,,,,-0.847907,1.617134,0.857,0.0,0.0,0.402168,0.915566,0.0,-0.0,0.827767,,,,,,,,,,,,,,-0.037184,1.483533,0.1616,0.0,0.0,0.99992,-0.01268,0.0,-0.0,-3.116231,,,,,,,,,wipe,,,3,,,,,,,,,,14.483,0,
wipe_target_0009,"[-1.1216, 1.6734, 0.857]",kitchen,space_wiping,8b43120a-ef5e-49f8-9d42-db313114cd8b,wipe_target_0009,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,rollin_justin,success,RIGHT,sponge_right,primary,1,0,0,False,False,False,,,,,,,,,,,,-1.121627,1.673391,0.857,kitchen_island,,,,,,,,-1.121627,1.673391,0.857,0.0,0.0,0.989867,0.141998,0.0,-0.0,2.856633,,,,,,,,,,,,,,-1.95807,1.569693,0.1616,0.0,0.0,0.707396,0.706818,0.0,-0.0,1.571614,,,,,,,,,wipe,,,3,,,,,,,,,,14.7839,0,
wipe_target_0010,"[-0.9966, 1.3399, 0.857]",kitchen,space_wiping,8b43120a-ef5e-49f8-9d42-db313114cd8b,wipe_target_0010,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,rollin_justin,success,RIGHT,sponge_right,primary,1,0,0,False,False,False,,,,,,,,,,,,-0.99663,1.339893,0.857,kitchen_island,,,,,,,,-0.99663,1.339893,0.857,0.0,0.0,-0.287492,0.957783,0.0,-0.0,-0.583214,,,,,,,,,,,,,,-0.030573,1.343415,0.1616,0.0,0.0,0.99948,0.032237,0.0,-0.0,3.077108,,,,,,,,,wipe,,,3,,,,,,,,,,21.7401,0,
wipe_target_0011,"[-1.0432, 1.4953, 0.857]",kitchen,space_wiping,8b43120a-ef5e-49f8-9d42-db313114cd8b,wipe_target_0011,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,rollin_justin,success,RIGHT,sponge_right,primary,1,0,0,False,False,False,,,,,,,,,,,,-1.043228,1.495315,0.857,kitchen_island,,,,,,,,-1.043228,1.495315,0.857,0.0,0.0,-0.582837,0.812589,0.0,-0.0,-1.244432,,,,,,,,,,,,,,-0.173945,1.620999,0.1616,0.0,0.0,-0.707781,0.706431,0.0,-0.0,-1.572705,,,,,,,,,wipe,,,3,,,,,,,,,,20.5032,0,
wipe_target_0012,"[-1.0978, 2.3265, 0.857]",kitchen,space_wiping,8b43120a-ef5e-49f8-9d42-db313114cd8b,wipe_target_0012,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,False,navigation_pose_unreachable,skip_pose,navigation_target_resolution_failed,False,,False,False,False,False,rollin_justin,skipped,,sponge_left,pickup_loc_resolve,0,0,0,False,False,False,,,,,,,,,,,,-1.09781,2.326525,0.857,kitchen_island,,,,,,,,-1.09781,2.326525,0.857,0.0,0.0,-0.547823,0.836594,0.0,-0.0,-1.159519,,,,,,,,,,,,,,-0.173945,1.620999,0.1616,0.0,0.0,-0.707781,0.706431,0.0,-0.0,-1.572705,,,,,,,,,wipe,,,3,,,,,,,,,,14.6218,1,pickup_loc_resolve -> RuntimeError: No collision-free navigation pose found for wiping target.
wipe_target_0013,"[-1.1494, 1.3797, 0.857]",kitchen,space_wiping,8b43120a-ef5e-49f8-9d42-db313114cd8b,wipe_target_0013,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,rollin_justin,success,RIGHT,sponge_right,primary,1,0,0,False,False,False,,,,,,,,,,,,-1.149407,1.379673,0.857,kitchen_island,,,,,,,,-1.149407,1.379673,0.857,0.0,0.0,-0.826444,0.563019,0.0,-0.0,-1.945524,,,,,,,,,,,,,,-2.056317,1.079363,0.1616,0.0,0.0,0.626514,0.77941,0.0,-0.0,1.354145,,,,,,,,,wipe,,,3,,,,,,,,,,18.4092,0,
wipe_target_0014,"[-1.3147, 1.376, 0.857]",kitchen,space_wiping,8b43120a-ef5e-49f8-9d42-db313114cd8b,wipe_target_0014,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,rollin_justin,success,RIGHT,sponge_right,primary,1,0,0,False,False,False,,,,,,,,,,,,-1.314724,1.375958,0.857,kitchen_island,,,,,,,,-1.314724,1.375958,0.857,0.0,0.0,0.145617,0.989341,0.0,-0.0,0.292274,,,,,,,,,,,,,,-2.210003,0.988074,0.1616,0.0,0.0,0.025287,0.99968,0.0,-0.0,0.050579,,,,,,,,,wipe,,,3,,,,,,,,,,25.399,0,
wipe_target_0001,"[1.4477, 0.8878, 0.855]",kitchen,space_wiping,e172be91-04d9-4c16-aca3-f4e873bc6cca,wipe_target_0001,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,stretch,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,1.44768,0.887827,0.855,sink_area,,,,,,,,1.44768,0.887827,0.855,0.0,0.0,0.999963,0.008642,0.0,-0.0,3.124308,,,,,,,,,,,,,,1.00655,0.9383,0.0,0.0,0.0,0.676225,0.736695,0.0,-0.0,1.485254,,,,,,,,,wipe,,,3,,,,,,,,,,4.7505,0,
wipe_target_0002,"[1.6667, 0.4197, 0.855]",kitchen,space_wiping,e172be91-04d9-4c16-aca3-f4e873bc6cca,wipe_target_0002,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,False,navigation_pose_unreachable,skip_pose,navigation_target_resolution_failed,False,,False,False,False,False,stretch,skipped,,sponge_left,pickup_loc_resolve,0,0,0,False,False,False,,,,,,,,,,,,1.666684,0.419725,0.855,sink_area,,,,,,,,1.666684,0.419725,0.855,0.0,0.0,0.984182,-0.17716,0.0,-0.0,-2.785393,,,,,,,,,,,,,,1.00655,0.9383,0.0,0.0,0.0,0.676225,0.736695,0.0,-0.0,1.485254,,,,,,,,,wipe,,,3,,,,,,,,,,4.9474,1,pickup_loc_resolve -> RuntimeError: No collision-free navigation pose found for wiping target after environment filtering.
wipe_target_0003,"[1.3864, 0.3187, 0.855]",kitchen,space_wiping,e172be91-04d9-4c16-aca3-f4e873bc6cca,wipe_target_0003,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,stretch,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,1.386356,0.318719,0.855,sink_area,,,,,,,,1.386356,0.318719,0.855,0.0,0.0,-0.733468,0.679724,0.0,-0.0,-1.646819,,,,,,,,,,,,,,1.015943,0.591866,0.0,0.0,0.0,0.564389,0.825509,0.0,-0.0,1.199387,,,,,,,,,wipe,,,3,,,,,,,,,,5.8952,0,
wipe_target_0004,"[1.383, -0.3182, 0.855]",kitchen,space_wiping,e172be91-04d9-4c16-aca3-f4e873bc6cca,wipe_target_0004,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,stretch,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,1.382959,-0.318231,0.855,sink_area,,,,,,,,1.382959,-0.318231,0.855,0.0,0.0,0.743631,0.66859,0.0,-0.0,1.67697,,,,,,,,,,,,,,0.945931,-0.246402,0.0,0.0,0.0,0.545321,0.838228,0.0,-0.0,1.153543,,,,,,,,,wipe,,,3,,,,,,,,,,5.7279,0,
wipe_target_0005,"[1.4553, 0.1356, 0.855]",kitchen,space_wiping,e172be91-04d9-4c16-aca3-f4e873bc6cca,wipe_target_0005,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,stretch,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,1.45531,0.135633,0.855,sink_area,,,,,,,,1.45531,0.135633,0.855,0.0,0.0,0.988846,-0.148943,0.0,-0.0,-2.842593,,,,,,,,,,,,,,0.970285,-0.162322,0.0,0.0,0.0,0.844133,0.536133,0.0,-0.0,2.009893,,,,,,,,,wipe,,,3,,,,,,,,,,9.1532,0,
wipe_target_0006,"[-1.0558, 2.0791, 0.857]",kitchen,space_wiping,e172be91-04d9-4c16-aca3-f4e873bc6cca,wipe_target_0006,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,stretch,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,-1.055848,2.079105,0.857,kitchen_island,,,,,,,,-1.055848,2.079105,0.857,0.0,0.0,0.967639,-0.252337,0.0,-0.0,-2.631403,,,,,,,,,,,,,,-0.444732,2.589296,0.0,0.0,0.0,-0.37912,0.925347,0.0,-0.0,-0.777691,,,,,,,,,wipe,,,3,,,,,,,,,,19.9454,0,
wipe_target_0007,"[-1.3058, 2.4382, 0.857]",kitchen,space_wiping,e172be91-04d9-4c16-aca3-f4e873bc6cca,wipe_target_0007,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,stretch,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,-1.305793,2.43824,0.857,kitchen_island,,,,,,,,-1.305793,2.43824,0.857,0.0,0.0,0.982984,0.18369,0.0,-0.0,2.772115,,,,,,,,,,,,,,-1.676257,2.053757,0.0,0.0,0.0,0.884906,0.465769,0.0,-0.0,2.172586,,,,,,,,,wipe,,,3,,,,,,,,,,7.2015,0,
wipe_target_0008,"[-0.8479, 1.6171, 0.857]",kitchen,space_wiping,e172be91-04d9-4c16-aca3-f4e873bc6cca,wipe_target_0008,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,stretch,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,-0.847907,1.617134,0.857,kitchen_island,,,,,,,,-0.847907,1.617134,0.857,0.0,0.0,0.402168,0.915566,0.0,-0.0,0.827767,,,,,,,,,,,,,,-0.538897,1.208719,0.0,0.0,0.0,0.905418,-0.42452,0.0,-0.0,-2.264729,,,,,,,,,wipe,,,3,,,,,,,,,,10.2172,0,
